start,end,segment,diff,x1,x1_value,x2,x2_value
-0.5,0.5,1.0,-,-0.11803398878024268,1.4099446091305468,0.11803398878024274,0.8981126960408593
-0.11803398878024268,0.5,0.6180339887802426,0.6180339887802426,0.11803398878024274,0.8981126960408593,0.2639320224395146,1.0307772129900146
-0.11803398878024268,0.2639320224395146,0.38196601121975726,0.6180339886704431,0.02786404487902916,0.9525550870409811,0.11803398878024274,0.8981126960408593
0.02786404487902916,0.2639320224395146,0.23606797756048542,0.6180339889579022,0.11803398878024274,0.8981126960408593,0.173762078538301,0.9244988745900645
0.02786404487902916,0.173762078538301,0.14589803365927184,0.6180339882053244,0.08359213463708742,0.9028453804052371,0.11803398878024274,0.8981126960408593
0.08359213463708742,0.173762078538301,0.09016994390121358,0.6180339901755987,0.11803398878024274,0.8981126960408593,0.1393202243951457,0.9036648151395157
0.08359213463708742,0.1393202243951457,0.055728089758058263,0.6180339850173537,0.10487837025199037,0.8978146847140025,0.11803398878024274,0.8981126960408593
0.08359213463708742,0.11803398878024274,0.034441854143155315,0.6180339985218143,0.09674775316533979,0.8989071095449559,0.10487837025199037,0.8978146847140025
0.09674775316533979,0.11803398878024274,0.02128623561490295,0.618033963166678,0.10487837025199037,0.8978146847140025,0.10990337169359216,0.8976329856214924
0.10487837025199037,0.11803398878024274,0.013155618528252366,0.6180340557276288,0.10990337169359216,0.8976329856214924,0.11300898733864095,0.8977047116254872
0.10487837025199037,0.11300898733864095,0.008130617086650582,0.6180338133999298,0.10798398589703917,0.8976586218399042,0.10990337169359216,0.8976329856214924
0.10798398589703917,0.11300898733864095,0.005025001441601784,0.6180344478221935,0.10990337169359216,0.8976329856214924,0.11108960154208797,0.8976439425005811
0.10798398589703917,0.11108960154208797,0.003105615645048798,0.6180327868839065,0.10917021574553498,0.8976364329286396,0.10990337169359216,0.8976329856214924
0.10917021574553498,0.11108960154208797,0.001919385796552986,0.6180371352820213,0.10990337169359216,0.8976329856214924,0.1103564455940308,0.8976347625402801
0.10917021574553498,0.1103564455940308,0.0011862298484958123,0.6180257510637808,0.10962328964597362,0.8976333790096589,0.10990337169359216,0.8976329856214924
0.10962328964597362,0.1103564455940308,0.0007331559480571737,0.6180555555795912,0.10990337169359216,0.8976329856214924,0.11007636354641226,0.8976333123106114
0.10962328964597362,0.11007636354641226,0.0004530739004386386,0.6179775280269656,0.10979628149879372,0.8976330013304462,0.10990337169359216,0.8976329856214924
0.10979628149879372,0.11007636354641226,0.00028008204761853506,0.6181818183465803,0.10990337169359216,0.8976329856214924,0.10996927335161383,0.8976330588065364
0.10979628149879372,0.10996927335161383,0.00017299185282010354,0.6176470583923831,0.1098621831568154,0.8976329719335562,0.10990337169359216,0.8976329856214924
0.10979628149879372,0.10990337169359216,0.00010709019479843152,0.6190476201777895,0.10983747003557048,0.8976329755579717,0.1098621831568154,0.8976329719335562
0.10983747003557048,0.10990337169359216,6.590165802167203e-05,0.6153846124354725,0.1098621831568154,0.8976329719335562,0.10987865857234724,0.8976329744496184
0.10983747003557048,0.10987865857234724,4.118853677675949e-05,0.6250000077875806,0.10985394545110233,0.8976329721551904,0.1098621831568154,0.8976329719335562
0.10985394545110233,0.10987865857234724,2.471312124491254e-05,0.599999980063794,0.1098621831568154,0.8976329719335562,0.10987042086663418,0.8976329726983778
0.10985394545110233,0.10987042086663418,1.647541553184695e-05,0.6666667220450184,0.10986218316092111,0.8976329719335563,0.1098621831568154,0.8976329719335562
