start,start_value,end,end_value,segment,diff,median
0.5,0.6928310725302644,2.5,0.6928236829160057,2.0,-,1.5
1.4999975,0.210413696786602,2.5,0.2104114320983082,1.0000025,0.50000125,1.99999875
1.9999962500000001,0.16098188250224818,2.5,0.1609821689601363,0.5000037499999999,0.5000024999937499,2.2499981250000003
1.9999962500000001,0.16975335016263068,2.250000625,0.1697523618001027,0.25000437500000006,0.5000049999625006,2.1249984375000004
2.1249959375000005,0.16138382296103349,2.250000625,0.16138347218604837,0.1250046874999997,0.5000099998250018,2.1874982812500003
2.1874957812500004,0.1601871794669422,2.250000625,0.16018714735147402,0.06250484374999976,0.5000199992500274,2.218748203125
2.218745703125,0.16033564620559274,2.250000625,0.1603357733874219,0.03125492187500001,0.5000399969002423,2.2343731640625
2.218745703125,0.16019918748617015,2.2343756640625,0.16019923502202404,0.01562996093749991,0.5000799874019811,2.22656068359375
2.218745703125,0.16017762661642407,2.22656318359375,0.16017763432728765,0.00781748046874986,0.5001599492161178,2.2226544433593753
2.218745703125,0.16017851376112321,2.2226569433593752,0.16017850155898888,0.003911240234375057,0.5003197961299835,2.2207013232421877
2.220698823242188,0.16017709787683357,2.2226569433593752,0.16017709563124008,0.001958120117187434,0.5006391834431272,2.2216778833007815
2.2216753833007816,0.16017711916966798,2.2226569433593752,0.16017712190231354,0.0009815600585936224,0.5012767347508263,2.2221661633300784
2.2216753833007816,0.16017704775388253,2.2221686633300783,0.16017704799741123,0.0004932800292967165,0.5025469659019004,2.2219220233154298
2.2216753833007816,0.160177057623,2.2219245233154297,0.1601770566219683,0.0002491400146480416,0.5050681151702971,2.2217999533081056
2.2217974533081057,0.16017704889035378,2.2219245233154297,0.16017704851160242,0.00012707000732392615,0.5100345181541275,2.221860988311768
2.221858488311768,0.16017704737259653,2.2219245233154297,0.16017704730498525,6.603500366164639e-05,0.5196741941889585,2.221891505813599
2.221889005813599,0.16017704732585916,2.2219245233154297,0.16017704741381786,3.551750183072855e-05,0.5378587091887658,2.2219067645645145
2.221889005813599,0.16017704728988275,2.2219092645645144,0.16017704730005644,2.0258750915491675e-05,0.5703878333572573,2.221899135189057
2.221889005813599,0.16017704731640336,2.221901635189057,0.1601770472876846,1.2629375457873238e-05,0.6234034620671344,2.2218953205013277
