start,start_value,end,end_value,segment,diff,median
6.0,-0.8167500234901576,9.9,-0.8167503090358631,3.9000000000000004,-,7.95
7.9499975,-0.8419587754020488,9.9,-0.8419585488170902,1.9500025,0.500000641025641,8.92499875
7.9499975,-0.8403536421416941,8.925001250000001,-0.8403538168387231,0.9750037500000008,0.5000012820496388,8.437499375000002
8.437496875,-0.845864909867139,8.925001250000001,-0.8458649468902298,0.4875043750000003,0.5000025640927022,8.681249062500001
8.6812465625,-0.8455011250570231,8.925001250000001,-0.8455010521888702,0.24375468750000095,0.5000051281591079,8.80312390625
8.6812465625,-0.8460170029436908,8.803126406250001,-0.8460169895117134,0.12187984375000127,0.5000102562130248,8.742186484375
8.6812465625,-0.8460177742685302,8.742188984375002,-0.846017787086651,0.06094242187500143,0.5000205120052986,8.7117177734375
8.7117152734375,-0.8460373805588093,8.742188984375002,-0.8460373805191667,0.030473710937501508,0.5000410223276968,8.726952128906252
8.7117152734375,-0.8460324741872565,8.726954628906253,-0.8460324806418109,0.015239355468752436,0.5000820379246496,8.719334951171877
8.719332451171876,-0.8460361640393075,8.726954628906253,-0.8460361672632773,0.007622177734376123,0.5001640489327145,8.723143540039064
8.723141040039064,-0.8460370830401996,8.726954628906253,-0.8460370846365152,0.003813588867188855,0.5003279902526437,8.725047834472658
8.725045334472657,-0.8460373096825877,8.726954628906253,-0.8460373104619651,0.001909294433595221,0.5006555504769544,8.725999981689455
8.725997481689454,-0.8460373646162557,8.726954628906253,-0.8460373649863834,0.0009571472167984041,0.5013093842190102,8.726476055297853
8.726473555297853,-0.8460373774645237,8.726954628906253,-0.8460373776298318,0.0004810736083999956,0.5026119284023579,8.726714092102053
8.726711592102053,-0.8460373802313023,8.726954628906253,-0.8460373802941513,0.00024303680419990314,0.5051967099343074,8.726833110504153
8.726830610504152,-0.8460373807000132,8.726954628906253,-0.8460373807116205,0.0001240184021007451,0.5102865078769602,8.726892619705202
8.726890119705201,-0.8460373807056567,8.726954628906253,-0.8460373806916398,6.450920105116609e-05,0.5201582987560401,8.726922374305726
8.726890119705201,-0.8460373807218955,8.726924874305727,-0.846037380720691,3.47546005254884e-05,0.5387541615640605,8.726907497005463
8.726890119705201,-0.8460373807157194,8.726909997005464,-0.846037380720921,1.9877300262649555e-05,0.571932922896694,8.726900058355334
8.726897558355333,-0.8460373807199989,8.726909997005464,-0.8460373807219972,1.2438650131230133e-05,0.6257716071534615,8.726903777680398
