start,start_value,end,end_value,pivot,pivot_value,u,u_value,segment,diff
1.2150672750089333,-0.7167503941254889,3,670,1.21538440224452,-0.7168108805502933,1.2156785291230914,-0.7168629242317528,1.7849327249910667,0.9998084925211732
1.21538440224452,-0.7168108805502933,3,670,1.2156785291230914,-0.7168629242317528,1.2159512995571835,-0.7169076948509678,1.78461559775548,0.9998223309869629
1.2156785291230914,-0.7168629242317528,3,670,1.2159512995571835,-0.7169076948509678,1.2162042433815161,-0.7169462018203543,1.7843214708769086,0.9998351875446223
1.2159512995571835,-0.7169076948509678,3,670,1.2162042433815161,-0.7169462018203543,1.2164387837841237,-0.7169793158808981,1.7840487004428165,0.9998471293214007
1.2162042433815161,-0.7169462018203543,3,670,1.2164387837841237,-0.7169793158808981,1.2166562443248157,-0.7170077878631225,1.7837957566184839,0.9998582192155013
1.2164387837841237,-0.7169793158808981,3,670,1.2166562443248157,-0.7170077878631225,1.2168578555504317,-0.7170322649687297,1.7835612162158763,0.9998685161113667
1.2166562443248157,-0.7170077878631225,3,670,1.2168578555504317,-0.7170322649687297,1.2170447612228632,-0.7170533048887706,1.7833437556751843,0.9998780750900419
1.2168578555504317,-0.7170322649687297,3,670,1.2170447612228632,-0.7170533048887706,1.2172180241745005,-0.7170713880360378,1.7831421444495683,0.9998869476370025
1.2170447612228632,-0.7170533048887706,3,670,1.2172180241745005,-0.7170713880360378,1.2173786318062016,-0.7170869281358483,1.7829552387771368,0.9998951818434592
1.2172180241745005,-0.7170713880360378,3,670,1.2173786318062016,-0.7170869281358483,1.2175275012450513,-0.7171002813893814,1.7827819758254995,0.9999028226015612
1.2173786318062016,-0.7170869281358483,3,670,1.2175275012450513,-0.7171002813893814,1.2176654841762917,-0.7171117543970196,1.7826213681937984,0.9999099117929848
1.2175275012450513,-0.7171002813893814,3,670,1.2176654841762917,-0.7171117543970196,1.217793371368924,-0.7171216110057168,1.7824724987549487,0.9999164884694497
1.2176654841762917,-0.7171117543970196,3,670,1.217793371368924,-0.7171216110057168,1.2179118969075613,-0.7171300782231262,1.7823345158237083,0.9999225890265702
1.217793371368924,-0.7171216110057168,3,670,1.2179118969075613,-0.7171300782231262,1.2180217421484671,-0.717137351323426,1.782206628631076,0.9999282473679902
1.2179118969075613,-0.7171300782231262,3,670,1.2180217421484671,-0.717137351323426,1.2181235394158798,-0.7171435982532062,1.7820881030924387,0.9999334950635166
1.2180217421484671,-0.717137351323426,3,670,1.2181235394158798,-0.7171435982532062,1.218217875449838,-0.7171489634317538,1.7819782578515329,0.9999383614981127
1.2181235394158798,-0.7171435982532062,3,670,1.218217875449838,-0.7171489634317538,1.2183052946263904,-0.7171535710278834,1.7818764605841202,0.9999428740126519
1.218217875449838,-0.7171489634317538,3,670,1.2183052946263904,-0.7171535710278834,1.2183863019559953,-0.717157527784146,1.781782124550162,0.99994705803907
1.2183052946263904,-0.7171535710278834,3,670,1.2183863019559953,-0.717157527784146,1.218461365881935,-0.7171609254504236,1.7816947053736096,0.9999509372243959
1.2183863019559953,-0.717157527784146,3,670,1.218461365881935,-0.7171609254504236,1.218530920883358,-0.7171638428800327,1.7816136980440047,0.9999545335520387
1.218461365881935,-0.7171609254504236,3,670,1.218530920883358,-0.7171638428800327,1.2185953699024634,-0.7171663478348487,1.781538634118065,0.9999578674512762
1.218530920883358,-0.7171638428800327,3,670,1.2185953699024634,-0.7171663478348487,1.2186550866002896,-0.7171684985392517,1.781469079116642,0.9999609579045378
1.2185953699024634,-0.7171663478348487,3,670,1.2186550866002896,-0.7171684985392517,1.2187104174585828,-0.7171703450177094,1.7814046300975366,0.9999638225440671
1.2186550866002896,-0.7171684985392517,3,670,1.2187104174585828,-0.7171703450177094,1.2187616837328055,-0.7171719302456787,1.7813449133997104,0.9999664777463708
1.2187104174585828,-0.7171703450177094,3,670,1.2187616837328055,-0.7171719302456787,1.2188091832680603,-0.7171732911398325,1.7812895825414172,0.9999689387171025
1.2187616837328055,-0.7171719302456787,3,670,1.2188091832680603,-0.7171732911398325,1.2188531921901915,-0.7171744594097751,1.7812383162671945,0.9999712195733219
1.2188091832680603,-0.7171732911398325,3,670,1.2188531921901915,-0.7171744594097751,1.2188939664695668,-0.7171754622905016,1.7811908167319397,0.9999733334193291
1.2188531921901915,-0.7171744594097751,3,670,1.2188939664695668,-0.7171754622905016,1.218931743387237,-0.7171763231723878,1.7811468078098085,0.9999752924157717
1.2188939664695668,-0.7171754622905016,3,670,1.218931743387237,-0.7171763231723878,1.2189667428811095,-0.7171770621425111,1.7811060335304332,0.9999771078502926
1.218931743387237,-0.7171763231723878,3,670,1.2189667428811095,-0.7171770621425111,1.2189991688080843,-0.7171776964503072,1.781068256612763,0.9999787901916231
1.2189667428811095,-0.7171770621425111,3,670,1.2189991688080843,-0.7171776964503072,1.2190292101130926,-0.7171782409076117,1.7810332571188905,0.9999803491563322
1.2189991688080843,-0.7171776964503072,3,670,1.2190292101130926,-0.7171782409076117,1.2190570419077498,-0.7171787082324603,1.7810008311919157,0.9999817937554815
1.2190292101130926,-0.7171782409076117,3,670,1.2190570419077498,-0.7171787082324603,1.2190828264833748,-0.7171791093446531,1.7809707898869074,0.9999831323464413
1.2190570419077498,-0.7171787082324603,3,670,1.2190828264833748,-0.7171791093446531,1.219106714239435,-0.7171794536195564,1.7809429580922502,0.9999843726832494
1.2190828264833748,-0.7171791093446531,3,670,1.219106714239435,-0.7171794536195564,1.2191288445547184,-0.7171797491062741,1.7809171735166252,0.9999855219531272
1.219106714239435,-0.7171794536195564,3,670,1.2191288445547184,-0.7171797491062741,1.2191493465879633,-0.7171800027149646,1.780893285760565,0.9999865868236798
1.2191288445547184,-0.7171797491062741,3,670,1.2191493465879633,-0.7171800027149646,1.2191683400246973,-0.7171802203778328,1.7808711554452816,0.9999875734748059
1.2191493465879633,-0.7171800027149646,3,670,1.2191683400246973,-0.7171802203778328,1.2191859357712955,-0.7171804071873762,1.7808506534120367,0.9999884876380966
1.2191683400246973,-0.7171802203778328,3,670,1.2191859357712955,-0.7171804071873762,1.2192022365927295,-0.717180567515113,1.7808316599753027,0.999989334626855
1.2191859357712955,-0.7171804071873762,3,670,1.2192022365927295,-0.717180567515113,1.2192173377145443,-0.7171807051135763,1.7808140642287045,0.9999901193655787
1.2192022365927295,-0.717180567515113,3,670,1.2192173377145443,-0.7171807051135763,1.2192313273649695,-0.7171808232038259,1.7807977634072705,0.9999908464214421
1.2192173377145443,-0.7171807051135763,3,670,1.2192313273649695,-0.7171808232038259,1.2192442872967628,-0.7171809245507332,1.7807826622854557,0.9999915200242694
1.2192313273649695,-0.7171808232038259,3,670,1.2192442872967628,-0.7171809245507332,1.2192562932561726,-0.7171810115274861,1.7807686726350305,0.9999921441000513
1.2192442872967628,-0.7171809245507332,3,670,1.2192562932561726,-0.7171810115274861,1.2192674154232974,-0.7171810861710552,1.7807557127032372,0.9999927222822411
1.2192562932561726,-0.7171810115274861,3,670,1.2192674154232974,-0.7171810861710552,1.2192777188232997,-0.7171811502297953,1.7807437067438274,0.9999932579413762
