start,end,x,x_value,w,w_value,v,v_value,u,u_value,d,e,g,segment,diff
-1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,4.0,4.0,-
0.2360679774997898,3.0,1.0,0.0,0.2360679774997898,1.0299769221721369,1.0,0.0,0.2360679774997898,1.0299769221721369,2.0,2.0,4.0,2.76393202250021,0.6909830056250525
0.2360679774997898,1.7639320225002102,1.0,0.0,0.2360679774997898,1.0299769221721369,1.7639320225002102,15.608742379316801,1.7639320225002102,15.608742379316801,2.0,2.0,2.0,1.5278640450004204,0.552786404500042
0.7082039324993692,1.7639320225002102,1.0,0.0,0.2360679774997898,1.0299769221721369,0.7082039324993692,1.2243468859112512,0.7082039324993692,1.2243468859112512,0.7639320225002102,0.7639320225002102,2.0,1.055728090000841,0.6909830056250525
1.0,1.7639320225002102,1.2917960675006308,-0.5792813161325232,1.0,0.0,0.2360679774997898,1.0299769221721369,1.2917960675006308,-0.5792813161325232,0.7639320225002102,0.7639320225002102,0.7639320225002102,0.7639320225002102,0.723606797749979
-0.4992828730332426,1.7639320225002102,1.2917960675006308,-0.5792813161325232,1.0,0.0,0.2360679774997898,1.0299769221721369,-0.4992828730332426,6.0798199760258544,0.0,0.0,0.7639320225002102,2.263214895533453,2.9625867601758116
0.607664788750843,1.7639320225002102,1.2917960675006308,-0.5792813161325232,1.0,0.0,0.2360679774997898,1.0299769221721369,0.607664788750843,1.3920134484923719,1.7910789405338734,1.7910789405338734,0.0,1.1562672337493671,0.5108959100752243
1.0304811717851405,1.7639320225002102,1.2917960675006308,-0.5792813161325232,1.0304811717851405,-0.14990635338604497,1.0,0.0,1.0304811717851405,-0.14990635338604497,0.6841312787497879,0.6841312787497879,1.7910789405338734,0.7334508507150697,0.6343264163395403
1.0304811717851405,1.4721359549995792,1.2917960675006308,-0.5792813161325232,1.0304811717851405,-0.14990635338604497,1.0,0.0,1.4721359549995792,1.56132393920445,0.4721359549995794,0.4721359549995794,0.6841312787497879,0.44165478321443863,0.6021600258338405
1.0304811717851405,1.2917960675006308,1.1919826591039477,-0.7006955205356071,1.2917960675006308,-0.5792813161325232,1.0304811717851405,-0.14990635338604497,1.1919826591039477,-0.7006955205356071,0.26131489571549027,0.26131489571549027,0.4721359549995794,0.26131489571549027,0.5916722871506022
1.1919826591039477,1.2917960675006308,1.2075390787136218,-0.7140024413823993,1.1919826591039477,-0.7006955205356071,1.2917960675006308,-0.5792813161325232,1.2075390787136218,-0.7140024413823993,0.0,0.0,0.26131489571549027,0.09981340839668307,0.3819660112501054
1.2075390787136218,1.2917960675006308,1.2171546545395182,-0.7170649329243619,1.2075390787136218,-0.7140024413823993,1.1919826591039477,-0.7006955205356071,1.2171546545395182,-0.7170649329243619,0.0,0.0,0.0,0.08425698878700905,0.8441449915441323
1.2075390787136218,1.2456651373223462,1.2171546545395182,-0.7170649329243619,1.2075390787136218,-0.7140024413823993,1.1919826591039477,-0.7006955205356071,1.2456651373223462,-0.7004840825727854,0.0746414129611126,0.0746414129611126,0.0,0.03812605860872442,0.45249728429177843
1.2075390787136218,1.2280446899268898,1.2171546545395182,-0.7170649329243619,1.2280446899268898,-0.7154323343968731,1.2075390787136218,-0.7140024413823993,1.2280446899268898,-0.7154323343968731,0.028510482782827973,0.028510482782827973,0.0746414129611126,0.020505611213267994,0.5378371633876593
1.2171546545395182,1.2280446899268898,1.221314277918805,-0.7170973315828939,1.2171546545395182,-0.7170649329243619,1.2280446899268898,-0.7154323343968731,1.221314277918805,-0.7170973315828939,0.010890035387371544,0.010890035387371544,0.028510482782827973,0.010890035387371544,0.531075873530911
1.2171546545395182,1.221314277918805,1.2194006687554726,-0.7171815367911165,1.221314277918805,-0.7170973315828939,1.2171546545395182,-0.7170649329243619,1.2194006687554726,-0.7171815367911165,0.0,0.0,0.010890035387371544,0.004159623379286881,0.38196601125011237
1.2194006687554726,1.221314277918805,1.2194106687554727,-0.717181537561598,1.2194006687554726,-0.7171815367911165,1.221314277918805,-0.7170973315828939,1.2194106687554727,-0.717181537561598,0.0,0.0,0.0,0.001913609163332497,0.460043852253894
1.2194006687554726,1.2201377827545699,1.2194106687554727,-0.717181537561598,1.2194006687554726,-0.7171815367911165,1.2201377827545699,-0.717169209694621,1.2201377827545699,-0.717169209694621,0.0019036091633324315,0.0019036091633324315,0.0,0.0007371139990972608,0.38519568845165714
1.2194006687554726,1.219688401589432,1.2194106687554727,-0.717181537561598,1.2194006687554726,-0.7171815367911165,1.219688401589432,-0.7171797140539029,1.219688401589432,-0.7171797140539029,0.0007271139990971953,0.0007271139990971953,0.0019036091633324315,0.00028773283395944205,0.3903505215093279
1.2194006687554726,1.2195167532582534,1.2194106687554727,-0.717181537561598,1.2194006687554726,-0.7171815367911165,1.2195167532582534,-0.7171812615211706,1.2195167532582534,-0.7171812615211706,0.00027773283395937653,0.00027773283395937653,0.0007271139990971953,0.00011608450278077775,0.4034454503622644
1.2194006687554726,1.2194511894298552,1.2194106687554727,-0.717181537561598,1.2194006687554726,-0.7171815367911165,1.2194511894298552,-0.7171814934433858,1.2194511894298552,-0.7171814934433858,0.00010608450278071224,0.00010608450278071224,0.00027773283395937653,5.052067438260366e-05,0.4352060195150295
1.2194006687554726,1.2194261462758398,1.2194106687554727,-0.717181537561598,1.2194006687554726,-0.7171815367911165,1.2194261462758398,-0.7171815296548765,1.2194261462758398,-0.7171815296548765,4.0520674382538147e-05,4.0520674382538147e-05,0.00010608450278071224,2.5477520367189754e-05,0.50429889700686
1.2194006687554726,1.2194206687554727,1.2194106687554727,-0.717181537561598,1.2194006687554726,-0.7171815367911165,1.2194206687554727,-0.7171815337170795,1.2194206687554727,-0.7171815337170795,1.5477520367124242e-05,1.5477520367124242e-05,4.0520674382538147e-05,2.0000000000131024e-05,0.7850057506336942
1.2194006687554726,1.2194206687554727,1.2194106687554727,-0.717181537561598,1.2194006687554726,-0.7171815367911165,1.2194006687554726,-0.7171815367911165,1.2194006687554726,-0.7171815367911165,1.0000000000065512e-05,1.0000000000065512e-05,1.5477520367124242e-05,2.0000000000131024e-05,1.0
