start,start_value,end,end_value,segment,diff,median
0.0,6.321061860662317,1.0,6.321110692026315,1.0,-,0.5
0.0,5.149652958083388,0.5000025,5.149654386745549,0.5000025,0.5000025,0.25000125
0.0,5.348997469376817,0.25000375,5.348980354477673,0.25000375,0.5000049999750001,0.125001875
0.12499937500000001,5.191502558173908,0.25000375,5.191494519760614,0.125004375,0.5000099998500022,0.18750156250000002
0.18749906250000004,5.155793819330949,0.25000375,5.155790450374152,0.06250468749999999,0.5000199993000244,0.21875140625000003
0.21874890625000004,5.148975807401378,0.25000375,5.1489748192376545,0.03125484374999998,0.5000399970002248,0.23437632812500003
0.23437382812500004,5.14837035088263,0.25000375,5.148370566372076,0.01562992187499998,0.5000799876019213,0.24218878906250002
0.23437382812500004,5.1484379944747465,0.2421912890625,5.148437606979911,0.007817460937499965,0.5001599496158694,0.23828255859375003
0.23828005859375004,5.148345288067066,0.2421912890625,5.148345201770935,0.003911230468749971,0.5003197969289487,0.24023567382812502
0.24023317382812504,5.148343083969756,0.2421912890625,5.148343148492551,0.001958115234374974,0.5006391850390722,0.2412122314453125
0.24023317382812504,5.14834050394384,0.2412147314453125,5.148340493038768,0.0009815576171874618,0.5012767379345643,0.24072395263671875
0.24072145263671876,5.148340873213423,0.2412147314453125,5.148340900017676,0.0004932788085937334,0.5025469722370104,0.24096809204101563
0.24072145263671876,5.1483404584209085,0.24097059204101562,5.1483404663693495,0.0002491394042968553,0.505068127712836,0.2408460223388672
0.24072145263671876,5.148340423646456,0.2408485223388672,5.148340422167854,0.00012706970214843016,0.5100345427374615,0.24078498748779298
0.240782487487793,5.1483404266492645,0.2408485223388672,5.148340429884112,6.60348510742037e-05,0.5196742414416646,0.2408155049133301
0.240782487487793,5.1483404215518105,0.24081800491333008,5.148340422429914,3.5517425537090475e-05,0.5378587966705545,0.24080024620056154
0.240782487487793,5.148340421700128,0.24080274620056152,5.148340421399873,2.025871276853386e-05,0.5703879845507918,0.24079261684417724
0.24079011684417725,5.148340421401217,0.24080274620056152,5.14834042169014,1.262935638426943e-05,0.6234036944284801,0.2407964315223694
